epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,3634.74,1.0392,0.74507,1.45102,0.86835,0.89579,0.91967,0.50692,1.52444,0.74202,1.93769,0.000693305,0.000693305,0.000693305
179,3649.49,1.02818,0.73557,1.43731,0.91215,0.85185,0.9065,0.51911,1.51497,0.72526,1.92186,0.000687804,0.000687804,0.000687804
180,3664.49,1.02799,0.74247,1.45471,0.95544,0.79425,0.93801,0.53169,1.48556,0.72244,1.92125,0.000682303,0.000682303,0.000682303
181,3678.59,1.0171,0.77501,1.44423,0.93361,0.87654,0.924,0.52644,1.53247,0.72727,1.99548,0.000676802,0.000676802,0.000676802
182,3692.54,1.00222,0.72068,1.42305,0.89178,0.8642,0.93134,0.54832,1.46616,0.74031,1.91395,0.000671301,0.000671301,0.000671301
183,3706.48,1.0202,0.73888,1.45173,0.86007,0.90123,0.91637,0.49952,1.54674,0.73781,2.05723,0.0006658,0.0006658,0.0006658
184,3720.72,1.03206,0.7312,1.44767,0.92825,0.87654,0.92893,0.50871,1.5161,0.74829,1.97839,0.000660299,0.000660299,0.000660299
185,3734.73,1.02521,0.72658,1.43667,0.93898,0.82716,0.88895,0.48662,1.57628,0.84351,2.07302,0.000654798,0.000654798,0.000654798
186,3748.65,1.04704,0.73716,1.46783,0.89658,0.85623,0.92354,0.50035,1.51092,0.76456,2.00097,0.000649297,0.000649297,0.000649297
187,3762.47,1.01404,0.72092,1.43315,0.93332,0.86395,0.93167,0.51527,1.56718,0.73642,2.03723,0.000643795,0.000643795,0.000643795
188,3776.19,1.01532,0.72094,1.42742,0.9302,0.82271,0.94669,0.53809,1.47598,0.73576,1.92885,0.000638294,0.000638294,0.000638294
189,3789.75,1.01589,0.71711,1.43271,0.95752,0.87654,0.93808,0.54812,1.4914,0.7193,1.9388,0.000632793,0.000632793,0.000632793
190,3803.3,1.01091,0.72164,1.4345,0.86916,0.90123,0.9316,0.53679,1.45929,0.71413,1.89643,0.000627292,0.000627292,0.000627292
191,3816.87,1.00239,0.72153,1.41493,0.88635,0.91358,0.92166,0.51359,1.48677,0.74491,1.94763,0.000621791,0.000621791,0.000621791
192,3831,1.01149,0.71994,1.43187,0.89084,0.9068,0.93388,0.53468,1.47624,0.73233,1.91164,0.00061629,0.00061629,0.00061629
193,3844.53,1.03008,0.73054,1.45785,0.90503,0.82354,0.92055,0.52194,1.47797,0.69394,1.93928,0.000610789,0.000610789,0.000610789
194,3858.08,1.02348,0.74053,1.44173,0.94645,0.87288,0.92321,0.51382,1.48695,0.69746,1.92605,0.000605288,0.000605288,0.000605288
195,3871.67,1.00043,0.72162,1.42589,0.92344,0.83951,0.9438,0.54523,1.44865,0.70759,1.88805,0.000599787,0.000599787,0.000599787
196,3885.18,1.00728,0.71789,1.42493,0.92873,0.8044,0.90087,0.51054,1.54671,0.78431,1.9649,0.000594286,0.000594286,0.000594286
197,3898.71,1.0027,0.70233,1.40507,0.90296,0.85185,0.92765,0.50507,1.55811,0.73552,1.98403,0.000588784,0.000588784,0.000588784
198,3912.27,1.01022,0.70372,1.42013,0.94683,0.87936,0.93975,0.54417,1.4296,0.71083,1.8909,0.000583283,0.000583283,0.000583283
199,3925.9,0.99217,0.68936,1.41687,0.94648,0.88889,0.94254,0.56299,1.4291,0.66001,1.9057,0.000577782,0.000577782,0.000577782
200,3939.5,1.00283,0.70662,1.4247,0.91885,0.90123,0.94029,0.52715,1.52647,0.75208,1.95174,0.000572281,0.000572281,0.000572281
201,3953.05,0.97899,0.70559,1.40812,0.95868,0.85924,0.94892,0.508,1.51138,0.75039,1.92863,0.00056678,0.00056678,0.00056678
202,3966.62,0.99901,0.70249,1.41461,0.89454,0.91358,0.94922,0.51748,1.52,0.72568,1.94776,0.000561279,0.000561279,0.000561279
203,3980.12,0.98634,0.70516,1.42491,0.87329,0.90123,0.94323,0.53271,1.4977,0.70991,1.94487,0.000555778,0.000555778,0.000555778
204,3993.62,1.0104,0.71537,1.44418,0.89401,0.91358,0.93165,0.52187,1.49492,0.70136,1.91265,0.000550277,0.000550277,0.000550277
205,4007.14,1.00795,0.72233,1.43078,0.86037,0.90123,0.92318,0.53936,1.46631,0.71977,1.92032,0.000544776,0.000544776,0.000544776
206,4020.68,1.00224,0.71903,1.43285,0.89719,0.82716,0.90565,0.50728,1.50463,0.74223,1.89517,0.000539275,0.000539275,0.000539275
207,4034.22,0.99491,0.69801,1.43562,0.9308,0.83033,0.91951,0.53604,1.50089,0.71196,1.92151,0.000533773,0.000533773,0.000533773
208,4047.75,0.97841,0.69633,1.40739,0.88154,0.85185,0.93387,0.52858,1.50812,0.73521,1.92811,0.000528272,0.000528272,0.000528272
209,4061.42,0.99172,0.68667,1.40478,0.89592,0.85022,0.92796,0.54218,1.46197,0.71583,1.88714,0.000522771,0.000522771,0.000522771
210,4075.72,0.97547,0.70201,1.4054,0.91277,0.85185,0.91676,0.52409,1.52972,0.79657,1.95173,0.00051727,0.00051727,0.00051727
211,4090.38,0.98237,0.71207,1.41413,0.91098,0.88442,0.94344,0.54657,1.46411,0.67892,1.93411,0.000511769,0.000511769,0.000511769
212,4105.26,0.98771,0.71256,1.40841,0.89307,0.8642,0.92698,0.53395,1.47895,0.71259,1.88935,0.000506268,0.000506268,0.000506268
213,4119.04,0.96762,0.68938,1.4008,0.93121,0.83561,0.92186,0.52345,1.52721,0.76012,1.97282,0.000500767,0.000500767,0.000500767
214,4132.66,1.00007,0.70269,1.42244,0.92032,0.82716,0.92172,0.5153,1.53771,0.73361,1.97805,0.000495266,0.000495266,0.000495266
215,4146.22,0.98251,0.68652,1.40989,0.85512,0.87654,0.93694,0.53096,1.51462,0.74698,1.96129,0.000489765,0.000489765,0.000489765
216,4159.78,0.97731,0.68662,1.39353,0.9414,0.83951,0.94102,0.5391,1.50548,0.78059,1.93047,0.000484263,0.000484263,0.000484263
217,4173.35,0.96171,0.6865,1.39165,0.88002,0.85185,0.92975,0.53366,1.47122,0.7238,1.89951,0.000478762,0.000478762,0.000478762
218,4186.9,0.97224,0.67354,1.39982,0.86999,0.82616,0.91727,0.49948,1.59177,0.74998,1.97099,0.000473261,0.000473261,0.000473261
219,4200.47,0.94984,0.66729,1.37718,0.88296,0.85185,0.91323,0.50378,1.57717,0.78799,1.99456,0.00046776,0.00046776,0.00046776
220,4213.99,0.95162,0.68687,1.39272,0.83981,0.87654,0.9179,0.50362,1.55873,0.74837,1.95064,0.000462259,0.000462259,0.000462259
221,4227.58,0.96237,0.67032,1.38353,0.87941,0.90035,0.92565,0.52264,1.52006,0.731,1.89274,0.000456758,0.000456758,0.000456758
222,4241.11,0.97636,0.69309,1.40093,0.8336,0.86588,0.91818,0.5232,1.50898,0.78872,1.9208,0.000451257,0.000451257,0.000451257
223,4254.64,0.97084,0.67955,1.40383,0.87781,0.93827,0.94186,0.53502,1.47911,0.75813,1.87302,0.000445756,0.000445756,0.000445756
224,4268.18,0.95461,0.68145,1.38328,0.89268,0.88889,0.93981,0.53336,1.48828,0.73977,1.88954,0.000440255,0.000440255,0.000440255
225,4281.71,0.96659,0.67743,1.38858,0.93227,0.84964,0.94456,0.53898,1.46963,0.70171,1.92095,0.000434754,0.000434754,0.000434754
226,4295.28,0.96365,0.66944,1.39368,0.86805,0.89339,0.9381,0.55015,1.44703,0.73599,1.85433,0.000429253,0.000429253,0.000429253
227,4308.87,0.96105,0.65996,1.38699,0.90782,0.85107,0.93119,0.53526,1.47464,0.72303,1.90434,0.000423751,0.000423751,0.000423751
228,4322.61,0.94243,0.65536,1.36864,0.81148,0.90344,0.92541,0.52204,1.47307,0.747,1.92385,0.00041825,0.00041825,0.00041825
229,4336.13,0.9785,0.70103,1.3926,0.92207,0.87639,0.93854,0.52258,1.53891,0.71499,1.88336,0.000412749,0.000412749,0.000412749
230,4349.8,0.94168,0.65741,1.37455,0.85619,0.88207,0.9221,0.52458,1.51394,0.75258,1.95907,0.000407248,0.000407248,0.000407248
231,4363.44,0.92763,0.66437,1.36965,0.88056,0.88889,0.93372,0.52231,1.49574,0.73932,1.94378,0.000401747,0.000401747,0.000401747
232,4377.07,0.96442,0.68356,1.40288,0.86141,0.8642,0.92941,0.53358,1.48434,0.73172,1.88786,0.000396246,0.000396246,0.000396246
233,4390.66,0.93229,0.66543,1.37432,0.86602,0.87785,0.91557,0.53381,1.45569,0.73106,1.89847,0.000390745,0.000390745,0.000390745
234,4404.26,0.91495,0.63994,1.34482,0.86135,0.88889,0.92217,0.5287,1.48896,0.72829,1.91141,0.000385244,0.000385244,0.000385244
235,4417.85,0.94187,0.65837,1.37388,0.86608,0.91358,0.92697,0.52657,1.50994,0.75709,1.92399,0.000379743,0.000379743,0.000379743
236,4431.45,0.96685,0.6595,1.38469,0.87233,0.85185,0.93386,0.517,1.54194,0.77071,1.9514,0.000374242,0.000374242,0.000374242
237,4445.06,0.92956,0.65226,1.36931,0.85004,0.90979,0.94556,0.51574,1.45006,0.74805,1.92739,0.00036874,0.00036874,0.00036874
238,4458.67,0.95242,0.66414,1.3762,0.87237,0.90123,0.93193,0.52797,1.50876,0.7486,1.95762,0.000363239,0.000363239,0.000363239
239,4472.8,0.92256,0.64677,1.36485,0.86713,0.90123,0.9167,0.51594,1.51218,0.77473,1.9459,0.000357738,0.000357738,0.000357738
240,4486.91,0.92364,0.65655,1.3607,0.83888,0.88889,0.93299,0.52563,1.47507,0.74199,1.91635,0.000352237,0.000352237,0.000352237
241,4500.85,0.93604,0.65923,1.3668,0.86998,0.87654,0.93507,0.52653,1.43345,0.74016,1.9178,0.000346736,0.000346736,0.000346736
242,4515.1,0.90302,0.63211,1.35256,0.8671,0.88607,0.93641,0.51502,1.51759,0.7203,1.97397,0.000341235,0.000341235,0.000341235
243,4529.54,0.93783,0.66583,1.38727,0.88952,0.87654,0.94813,0.53056,1.48206,0.71932,1.92026,0.000335734,0.000335734,0.000335734
244,4544.06,0.92756,0.64474,1.35951,0.86896,0.90054,0.94172,0.53514,1.45772,0.69117,1.90673,0.000330233,0.000330233,0.000330233
245,4558.66,0.91167,0.6493,1.35761,0.83969,0.90535,0.94525,0.53605,1.45549,0.71724,1.94097,0.000324732,0.000324732,0.000324732
246,4573.48,0.92397,0.64269,1.36011,0.92158,0.8705,0.95016,0.52633,1.48747,0.72847,1.93647,0.000319231,0.000319231,0.000319231
247,4588.17,0.90029,0.63134,1.34125,0.8301,0.93827,0.94118,0.5252,1.47482,0.75929,1.92968,0.000313729,0.000313729,0.000313729
248,4602.51,0.9404,0.71695,1.38671,0.82248,0.92593,0.92818,0.52647,1.50729,0.72595,1.94505,0.000308228,0.000308228,0.000308228
249,4617.03,0.88776,0.61992,1.33272,0.84119,0.91358,0.93467,0.51254,1.49812,0.74319,1.92257,0.000302727,0.000302727,0.000302727
250,4631.28,0.9068,0.63712,1.34253,0.87933,0.90123,0.94925,0.53264,1.47871,0.74125,1.9449,0.000297226,0.000297226,0.000297226
251,4646.03,0.92869,0.65252,1.35054,0.86994,0.91358,0.94529,0.51111,1.55058,0.75728,1.96006,0.000291725,0.000291725,0.000291725
252,4661.17,0.90155,0.64567,1.34291,0.88463,0.90123,0.9435,0.52308,1.50457,0.75351,1.94779,0.000286224,0.000286224,0.000286224
253,4676,0.91841,0.64962,1.35253,0.89242,0.88889,0.93958,0.52535,1.50981,0.73321,1.95097,0.000280723,0.000280723,0.000280723
254,4691.01,0.90965,0.62985,1.34963,0.84339,0.88889,0.90949,0.51216,1.51838,0.76679,1.93493,0.000275222,0.000275222,0.000275222
255,4705.19,0.91564,0.64166,1.34939,0.86819,0.88889,0.9337,0.51548,1.49744,0.73814,1.95293,0.000269721,0.000269721,0.000269721
256,4719.6,0.90999,0.63537,1.35436,0.88116,0.88889,0.93515,0.51142,1.537,0.74728,1.98713,0.00026422,0.00026422,0.00026422
257,4734.68,0.90399,0.63949,1.35039,0.87553,0.88889,0.93693,0.53119,1.47192,0.72795,1.91107,0.000258718,0.000258718,0.000258718
258,4749.37,0.96655,0.67409,1.41916,0.87826,0.91358,0.94079,0.53141,1.46067,0.71119,1.92755,0.000253217,0.000253217,0.000253217
259,4763.56,0.91249,0.65827,1.36053,0.88398,0.90123,0.92684,0.52668,1.46139,0.70945,1.93777,0.000247716,0.000247716,0.000247716
260,4777.53,0.91137,0.65537,1.34071,0.8892,0.89175,0.93606,0.519,1.49648,0.71978,1.94908,0.000242215,0.000242215,0.000242215
261,4791.5,0.91505,0.62927,1.36491,0.88266,0.88889,0.92222,0.51323,1.50351,0.7375,1.93039,0.000236714,0.000236714,0.000236714
262,4805.48,0.90496,0.63114,1.34486,0.93152,0.8397,0.92174,0.5238,1.51241,0.70171,1.94942,0.000231213,0.000231213,0.000231213
263,4819.49,0.90209,0.65254,1.35043,0.90168,0.8642,0.93329,0.53855,1.42696,0.67952,1.91369,0.000225712,0.000225712,0.000225712
264,4833.58,0.89567,0.67572,1.35911,0.90341,0.90123,0.94319,0.52185,1.48999,0.70849,1.97651,0.000220211,0.000220211,0.000220211
265,4847.97,0.90276,0.63714,1.3596,0.88225,0.88889,0.92087,0.51211,1.49027,0.72736,1.97202,0.00021471,0.00021471,0.00021471
266,4862.06,0.90606,0.627,1.35548,0.8867,0.92593,0.94078,0.53839,1.46863,0.69345,1.91597,0.000209209,0.000209209,0.000209209
267,4876.07,0.86863,0.62495,1.33534,0.90964,0.87006,0.9326,0.5289,1.47172,0.69667,1.96266,0.000203707,0.000203707,0.000203707
268,4890.23,0.85976,0.59889,1.30959,0.92302,0.8882,0.93682,0.52837,1.45121,0.71541,1.94727,0.000198206,0.000198206,0.000198206
269,4904.09,0.85163,0.61026,1.30414,0.97138,0.83812,0.93397,0.5215,1.51773,0.72342,1.97029,0.000192705,0.000192705,0.000192705
270,4918.32,0.86558,0.61023,1.31496,0.86617,0.91358,0.93642,0.52985,1.46572,0.70402,1.94672,0.000187204,0.000187204,0.000187204
271,4932.41,0.85847,0.61774,1.31172,0.85263,0.87654,0.92491,0.52733,1.4691,0.7334,1.96242,0.000181703,0.000181703,0.000181703
272,4946.6,0.91466,0.62822,1.35609,0.87042,0.90123,0.93686,0.54341,1.47088,0.69712,1.95066,0.000176202,0.000176202,0.000176202
273,4960.62,0.90407,0.62255,1.35628,0.84909,0.90305,0.93571,0.54113,1.47617,0.70348,1.9098,0.000170701,0.000170701,0.000170701
274,4974.84,0.89464,0.62406,1.34355,0.95479,0.81481,0.92,0.52919,1.47577,0.70598,1.92025,0.0001652,0.0001652,0.0001652
275,4988.91,0.8703,0.61492,1.32398,0.8885,0.8854,0.93197,0.53753,1.47934,0.6941,1.92876,0.000159699,0.000159699,0.000159699
276,5003.15,0.90595,0.63901,1.36128,0.87154,0.92142,0.94121,0.51878,1.4823,0.69326,1.96773,0.000154198,0.000154198,0.000154198
277,5017.09,0.92366,0.65219,1.37383,0.85352,0.88889,0.92555,0.51265,1.52543,0.71154,1.97364,0.000148696,0.000148696,0.000148696
278,5032.91,0.87929,0.61436,1.32309,0.88194,0.8642,0.93005,0.52318,1.49243,0.69644,1.95548,0.000143195,0.000143195,0.000143195
279,5046.88,0.88015,0.60648,1.32454,0.93122,0.83578,0.9324,0.53149,1.49732,0.70628,1.95135,0.000137694,0.000137694,0.000137694
280,5060.88,0.84116,0.58209,1.31101,0.8818,0.87654,0.9444,0.52452,1.50625,0.70334,1.95576,0.000132193,0.000132193,0.000132193
281,5074.85,0.89447,0.64041,1.35299,0.88771,0.92593,0.95482,0.53418,1.49777,0.69485,1.94949,0.000126692,0.000126692,0.000126692
282,5088.83,0.91131,0.65231,1.37401,0.90085,0.8642,0.92807,0.51387,1.55605,0.70021,1.99883,0.000121191,0.000121191,0.000121191
283,5102.84,0.87618,0.61143,1.32596,0.89098,0.9081,0.9422,0.51613,1.49917,0.71371,1.96337,0.00011569,0.00011569,0.00011569
284,5116.78,0.87964,0.62635,1.33775,0.85957,0.90688,0.94069,0.52296,1.51566,0.72738,1.97221,0.000110189,0.000110189,0.000110189
285,5130.82,0.84637,0.59601,1.30506,0.87851,0.89273,0.9432,0.53556,1.50274,0.71153,1.95496,0.000104688,0.000104688,0.000104688
286,5144.79,0.88409,0.62094,1.33902,0.89832,0.87256,0.93963,0.52161,1.50027,0.69862,1.95555,9.91865e-05,9.91865e-05,9.91865e-05
287,5158.88,0.8519,0.59701,1.31312,0.87544,0.8642,0.93778,0.53626,1.49249,0.68765,1.96157,9.36854e-05,9.36854e-05,9.36854e-05
288,5172.85,0.871,0.60651,1.31738,0.89103,0.9086,0.95053,0.54417,1.48677,0.68893,1.93914,8.81843e-05,8.81843e-05,8.81843e-05
289,5186.88,0.86976,0.60958,1.31307,0.89277,0.92593,0.95158,0.53506,1.48797,0.69665,1.94415,8.26832e-05,8.26832e-05,8.26832e-05
290,5200.97,0.87816,0.60935,1.33742,0.89237,0.90123,0.94625,0.53617,1.46942,0.67937,1.94249,7.71821e-05,7.71821e-05,7.71821e-05
291,5248.5,0.73271,0.46107,1.20387,0.89106,0.9089,0.93102,0.51431,1.50288,0.70824,1.95841,7.1681e-05,7.1681e-05,7.1681e-05
292,5261.83,0.73445,0.45786,1.20686,0.87067,0.91425,0.93144,0.51457,1.48216,0.71906,1.94978,6.61799e-05,6.61799e-05,6.61799e-05
293,5275.24,0.73123,0.44936,1.21889,0.87897,0.90123,0.93391,0.50822,1.50357,0.72222,1.97389,6.06788e-05,6.06788e-05,6.06788e-05
294,5288.72,0.72362,0.44273,1.20133,0.87973,0.90123,0.94414,0.51305,1.53071,0.73245,2.00121,5.51777e-05,5.51777e-05,5.51777e-05
295,5302.3,0.71146,0.44144,1.20251,0.87475,0.91358,0.93798,0.51917,1.5132,0.72606,1.99661,4.96766e-05,4.96766e-05,4.96766e-05
296,5317.51,0.70056,0.43021,1.18661,0.87377,0.92593,0.94585,0.52243,1.50797,0.71203,1.99411,4.41755e-05,4.41755e-05,4.41755e-05
297,5331.27,0.73937,0.44112,1.22712,0.90173,0.9063,0.94965,0.52398,1.51951,0.71605,1.99895,3.86744e-05,3.86744e-05,3.86744e-05
298,5344.91,0.70994,0.44029,1.2025,0.87945,0.92593,0.94572,0.52031,1.49435,0.71818,1.97877,3.31733e-05,3.31733e-05,3.31733e-05
299,5358.63,0.71873,0.4846,1.19841,0.89136,0.91162,0.94485,0.52194,1.49517,0.71459,1.97826,2.76722e-05,2.76722e-05,2.76722e-05
